"","week","age_group","total_vaccinated","perc_doses"
"207",2021-09-26,"18-49 years",128675,0.00935451552842308
"208",2021-09-26,"50-64 years",31841,0.00495973071252612
"209",2021-09-26,"65-74 years",15993,0.00491749142444596
"210",2021-09-26,"75+ years",9358,0.00430534948184443
"211",2021-10-03,"0-17 years",26784,0.00701412566975158
"212",2021-10-03,"18-49 years",113981,0.00828627965374153
"213",2021-10-03,"50-64 years",28608,0.00445614070613194
"214",2021-10-03,"65-74 years",13550,0.00416632331652865
"215",2021-10-03,"75+ years",8087,0.003720598553075
"216",2021-10-10,"0-17 years",23030,0.00603103771559061
"217",2021-10-10,"18-49 years",104595,0.00760392890379182
"218",2021-10-10,"50-64 years",26695,0.00415816121889654
"219",2021-10-10,"65-74 years",11313,0.003478495622132
"220",2021-10-10,"75+ years",6969,0.00320623857009765
"221",2021-10-17,"0-17 years",22127,0.00579456237659025
"222",2021-10-17,"18-49 years",95676,0.00695552848414538
"223",2021-10-17,"50-64 years",25453,0.00396470041223351
"224",2021-10-17,"65-74 years",12138,0.00373216475395017
"225",2021-10-17,"75+ years",7787,0.00358257709073761
"226",2021-10-24,"0-17 years",21623,0.00566257614086912
"227",2021-10-24,"18-49 years",91942,0.00668407123927938
"228",2021-10-24,"50-64 years",28796,0.00448542462855759
"229",2021-10-24,"65-74 years",20995,0.00645549505760288
"230",2021-10-24,"75+ years",14760,0.00679065594699976
"231",2021-10-31,"0-17 years",19869,0.00520324309036343
"232",2021-10-31,"18-49 years",96151,0.00699006040468939
"233",2021-10-31,"50-64 years",30871,0.00480863813405339
"234",2021-10-31,"65-74 years",20009,0.00615232201036323
"235",2021-10-31,"75+ years",13680,0.00629377868258514
"236",2021-11-07,"0-17 years",16965,0.00444275097025596
"237",2021-11-07,"18-49 years",86592,0.00629513276578365
"238",2021-11-07,"50-64 years",29151,0.00454072139696771
"239",2021-11-07,"65-74 years",17215,0.00529322921727238
"240",2021-11-07,"75+ years",11450,0.00526781914587718
"241",2021-11-14,"0-17 years",15240,0.00399101236585328
"242",2021-11-14,"18-49 years",81844,0.0059499589579037
"243",2021-11-14,"50-64 years",31155,0.00485287554878149
"244",2021-11-14,"65-74 years",16260,0.00499958797983438
"245",2021-11-14,"75+ years",10624,0.00488780005290823
"246",2021-11-21,"0-17 years",39335,0.0103009495676403
"247",2021-11-21,"18-49 years",62057,0.00451146819621023
"248",2021-11-21,"50-64 years",22520,0.00350784006928451
"249",2021-11-21,"65-74 years",9651,0.00296746762566923
"250",2021-11-21,"75+ years",6194,0.00284968312572605
"251",2021-11-28,"0-17 years",243229,0.0636961907305857
"252",2021-11-28,"18-49 years",86317,0.00627514060125817
"253",2021-11-28,"50-64 years",32193,0.00501456018430179
"254",2021-11-28,"65-74 years",13806,0.00424503761682617
"255",2021-11-28,"75+ years",8817,0.00405645077809599
"256",2021-12-05,"0-17 years",201115,0.0526674837243164
"257",2021-12-05,"18-49 years",81855,0.00595075864448472
"258",2021-12-05,"50-64 years",30094,0.00468760830573038
"259",2021-12-05,"65-74 years",11834,0.00363869152234687
"260",2021-12-05,"75+ years",7140,0.00328491080362996
"261",2021-12-12,"0-17 years",121345,0.0317775193920253
"262",2021-12-12,"18-49 years",69287,0.00503708037628016
"263",2021-12-12,"50-64 years",25369,0.00395161610646886
"264",2021-12-12,"65-74 years",9576,0.00294440679550394
"265",2021-12-12,"75+ years",5781,0.00265967357924157
"266",2021-12-19,"0-17 years",71008,0.0185953940993773
"267",2021-12-19,"18-49 years",54798,0.0039837477515176
"268",2021-12-19,"50-64 years",18741,0.00291920207542012
"269",2021-12-19,"65-74 years",7005,0.00215388153743787
"270",2021-12-19,"75+ years",4388,0.00201879392245494
"271",2021-12-26,"0-17 years",79126,0.0207213152533141
"272",2021-12-26,"18-49 years",58010,0.00421725623317523
"273",2021-12-26,"50-64 years",18850,0.0029361805198052
"274",2021-12-26,"65-74 years",6471,0.00198968842666103
"275",2021-12-26,"75+ years",3777,0.00173769021082778
"276",2022-01-02,"0-17 years",101916,0.026689502380466
"277",2022-01-02,"18-49 years",70650,0.00513616881354646
"278",2022-01-02,"50-64 years",22031,0.00343167071786888
"279",2022-01-02,"65-74 years",7568,0.0023269915025453
"280",2022-01-02,"75+ years",4350,0.00200131120389221
"281",2022-01-09,"0-17 years",75294,0.0197178008579105
"282",2022-01-09,"18-49 years",59129,0.00429860616809892
"283",2022-01-09,"50-64 years",17904,0.00278882631440808
"284",2022-01-09,"65-74 years",6111,0.00187899644186764
"285",2022-01-09,"75+ years",3623,0.00166683919349459
"286",2022-01-16,"0-17 years",69418,0.0181790089509713
"287",2022-01-16,"18-49 years",50452,0.0036677988532349
"288",2022-01-16,"50-64 years",14828,0.00230969149855021
"289",2022-01-16,"65-74 years",4979,0.00153093164523957
"290",2022-01-16,"75+ years",2960,0.00136181176172895
"291",2022-01-23,"0-17 years",89016,0.0233112832518894
"292",2022-01-23,"18-49 years",54149,0.00393656624323747
"293",2022-01-23,"50-64 years",14147,0.00220361516252966
"294",2022-01-23,"65-74 years",4706,0.00144699022343792
"295",2022-01-23,"75+ years",2669,0.00122793094326168
"296",2022-01-30,"0-17 years",80827,0.0211667687988729
"297",2022-01-30,"18-49 years",51109,0.00371556195175578
"298",2022-01-30,"50-64 years",12493,0.00194597895140193
"299",2022-01-30,"65-74 years",3879,0.00119270613614868
"300",2022-01-30,"75+ years",2274,0.00104620268451744
"301",2022-02-06,"0-17 years",65590,0.0171765420653751
"302",2022-02-06,"18-49 years",45013,0.00327239018831092
"303",2022-02-06,"50-64 years",10803,0.00168273518066077
"304",2022-02-06,"65-74 years",3456,0.00106264305401646
"305",2022-02-06,"75+ years",2047,0.000941766444682148
"306",2022-02-13,"0-17 years",51860,0.0135809646517816
"307",2022-02-13,"18-49 years",38336,0.00278698043363223
"308",2022-02-13,"50-64 years",8739,0.00136123509615796
"309",2022-02-13,"65-74 years",2780,0.000854788104793332
"310",2022-02-13,"75+ years",1649,0.000758657971314539
"311",2022-02-20,"0-17 years",41715,0.0109242179029901
"312",2022-02-20,"18-49 years",33680,0.0024484949135208
"313",2022-02-20,"50-64 years",7618,0.00118662192041783
"314",2022-02-20,"65-74 years",2377,0.000730874577371853
"315",2022-02-20,"75+ years",1363,0.000627077510552891
"316",2022-02-27,"0-17 years",33068,0.00865976357703649
"317",2022-02-27,"18-49 years",28763,0.00209103501180519
"318",2022-02-27,"50-64 years",6469,0.0010076473094228
"319",2022-02-27,"65-74 years",2091,0.000642935945008222
"320",2022-02-27,"75+ years",1199,0.000551625777808449
"321",2022-03-06,"0-17 years",25784,0.00675224821792394
"322",2022-03-06,"18-49 years",21912,0.00159297566939037
"323",2022-03-06,"50-64 years",4778,0.00074424777313683
"324",2022-03-06,"65-74 years",1555,0.000478127878760299
"325",2022-03-06,"75+ years",953,0.000438448178691787
"326",2022-03-13,"0-17 years",20535,0.00537765347328064
"327",2022-03-13,"18-49 years",18893,0.00137349805229063
"328",2022-03-13,"50-64 years",4364,0.000679760837582488
"329",2022-03-13,"65-74 years",1446,0.000444612805586747
"330",2022-03-13,"75+ years",919,0.000422805746293549
"331",2022-03-20,"0-17 years",18256,0.00478083476056545
"332",2022-03-20,"18-49 years",16897,0.00122839128722568
"333",2022-03-20,"50-64 years",3827,0.000596114740015623
"334",2022-03-20,"65-74 years",1419,0.000436310906727244
"335",2022-03-20,"75+ years",910,0.000418665102423427
"336",2022-03-27,"0-17 years",14314,0.00374851384546088
"337",2022-03-27,"18-49 years",14390,0.00104613544553338
"338",2022-03-27,"50-64 years",5973,0.000930387599193446
"339",2022-03-27,"65-74 years",4337,0.00133353093902471
"340",2022-03-27,"75+ years",3040,0.00139861748501892
"341",2022-04-03,"0-17 years",11304,0.00296026271545967
"342",2022-04-03,"18-49 years",12272,0.000892159429297129
"343",2022-04-03,"50-64 years",7418,0.00115546881145438
"344",2022-04-03,"65-74 years",6958,0.00213943008386763
"345",2022-04-03,"75+ years",5048,0.00232244113959721
"346",2022-04-10,"0-17 years",10425,0.00273007243530318
"347",2022-04-10,"18-49 years",11525,0.000837853440567911
"348",2022-04-10,"50-64 years",7301,0.00113724424271076
"349",2022-04-10,"65-74 years",6758,0.00207793453676019
"350",2022-04-10,"75+ years",4936,0.00227091312699125
"351",2022-04-17,"0-17 years",9046,0.00236894342923286
"352",2022-04-17,"18-49 years",9943,0.000722843970461322
"353",2022-04-17,"50-64 years",6413,0.000998924438913037
"354",2022-04-17,"65-74 years",5629,0.00173079217333873
"355",2022-04-17,"75+ years",4263,0.00196128497981436
"356",2022-04-24,"0-17 years",8177,0.00214137192359463
